reportType,timestamp,reportedBy,currentSpeed_kmh,ambientLight,wearableDeviceBPM,latitude,longitude
Car Crash,2024-07-27T09:00:22.064950,user1282,5.136456903940853,527.474052574263,0,53.954786327213554,-118.5980202607397
Object Blockage,2024-07-27T23:43:11.349168,user1973,62.14678487187926,4270.344061281186,0,53.99786681753652,-118.64822760556557
Safe Zones,2024-07-26T20:23:39.183550,user1296,14.01416446995675,10327.663089435428,0,55.774360142894764,-113.00221765633178
No Gas,2024-07-26T15:43:59.131289,user4789,1.1524782814268997,411.2559630989443,163,53.840870403796195,-118.62159165010887
Shelter,2024-07-26T03:42:17.592330,user1314,25.150213916091506,1480.9578963205408,0,53.84009009961492,-118.67234365328298
No Gas,2024-07-26T13:27:30.144847,user621,11.421277349497286,2630.6022226743326,0,54.67699139282755,-115.59957150054694
Object Blockage,2024-07-26T14:08:37.746422,user408,137.15115215471684,112.20874914720879,180,53.84384272821507,-118.56320925759763
Car Crash,2024-07-27T14:30:06.469142,user2900,10.04596598498762,276.78675203501155,136,53.83929530768693,-118.58065010715772
No Gas,2024-07-26T06:20:33.942703,user4525,80.45784293845601,668.9243887766645,0,52.280613210851556,-117.62692185279865
Shelter,2024-07-27T13:09:52.562489,user1704,65.10410640543209,841.9848491632648,130,55.104348791739255,-119.28358127054167
Wildfire Zones,2024-07-27T22:52:11.203539,user957,22.625459990029555,152.0543794273599,0,53.962557938164586,-118.62361279505414
Safe Zones,2024-07-27T08:50:34.843123,user872,9.275881442826702,791.0371739166081,0,53.92143251674614,-118.59541936245125
Wildfire Zones,2024-07-26T13:53:14.117257,user4979,20.162920824731227,88.14980581385656,0,53.95530850641989,-118.66394632799914
Wildfire Zones,2024-07-27T03:51:29.762153,user1723,139.2895245263808,6065.362366467753,121,53.99020650729901,-118.6018797979918
Car Crash,2024-07-26T18:26:58.558478,user967,121.18025209365639,759.5234106634023,179,53.92238860351858,-118.58312672661448
Low Visibility,2024-07-26T05:55:39.796465,user2380,19.699548572120584,329.05753445630523,115,53.962512744680936,-118.62296771763731
Slow Area,2024-07-27T21:05:21.099389,user3408,10.281830355786806,215.88601562236477,0,50.50408590034907,-117.64082773445601
Object Blockage,2024-07-26T01:56:36.512962,user2525,8.035917232767444,1334.1729031218297,99,53.91858813145151,-118.67554319986681
Safe Zones,2024-07-27T04:12:20.120205,user724,24.086630875277866,21092.199271614703,159,53.99369778081013,-118.567442935801
Object Blockage,2024-07-27T01:14:08.570498,user3354,3.5178029339156316,526.4896336092417,169,53.94118681702258,-118.60024386298223
Safe Zones,2024-07-27T03:25:45.943226,user1559,3.888037051543951,898.5578141203146,0,53.887916745096696,-118.5694163747278
Shelter,2024-07-26T07:20:42.745141,user3006,4.422845705319141,13423.056092254581,0,53.982026366816505,-118.58304189857549
No Gas,2024-07-27T20:39:02.969750,user2258,54.51532508968758,292.270242301563,0,53.91729444871528,-118.54896007997054
First Responders,2024-07-26T03:35:00.636594,user3537,20.297918038149902,851.811535912724,129,49.22912298416833,-116.62545689666736
First Responders,2024-07-27T20:29:09.649093,user3416,147.4677540681089,383.1566417803457,99,53.88440742631991,-118.61933964618191
Low Visibility,2024-07-26T07:25:54.808991,user4008,12.39167701549156,8220.136448496378,97,53.88653643044867,-118.56383989651437
Slow Area,2024-07-27T01:14:55.424962,user1296,47.81146513890831,162.19215801379448,0,53.996655327134874,-118.64629367742319
Low Visibility,2024-07-27T01:36:27.655206,user3855,11.671835313705426,909.3345741507297,0,53.834046782800186,-118.58809049301972
Shelter,2024-07-26T23:56:18.372513,user4024,112.8836702676484,1794.686648071337,0,49.92290699641072,-114.95645838907527
Wildfire Zones,2024-07-27T18:30:56.598922,user1026,0.42760706742675403,1261.2300339831377,0,53.99482490349592,-118.67931489314911
No Gas,2024-07-26T15:30:22.073836,user4208,61.389910559541406,1269.3303333199754,0,53.92966648844187,-118.58772058895363
Slow Area,2024-07-26T05:08:47.580585,user3899,27.535785955146466,812.5433934052066,0,53.812468434233196,-118.68734712400594
Low Visibility,2024-07-26T12:47:28.890998,user1062,40.88162098128235,1505.1810668515527,129,53.99842144029584,-118.51048995288869
Wildfire Zones,2024-07-26T23:07:35.161237,user3401,0.9240753368021448,477.90435995343586,0,49.63033734674813,-111.75792264285224
Low Visibility,2024-07-26T01:17:33.115619,user4042,12.678696565904836,14384.457447795055,121,53.882997791787105,-118.53896704914334
Low Visibility,2024-07-26T13:52:28.791995,user1624,112.93633430225859,734.7161960599327,0,53.84368010000452,-118.63972590404032
Shelter,2024-07-27T15:57:33.281237,user4365,18.46257284152291,1903.4459886922205,0,53.94396760340146,-118.54034739482613
First Responders,2024-07-27T23:27:13.857832,user4535,129.63653858213138,1201.750720038621,0,53.82657614214397,-118.64270058056965
Object Blockage,2024-07-26T04:03:33.332849,user892,111.11508669917332,164.18861625410153,0,53.91698503696853,-118.55060783327247
Car Crash,2024-07-27T02:17:54.855386,user3164,149.65550613763128,221.4781491500619,125,53.99949208568955,-118.64069036996804
First Responders,2024-07-26T01:33:44.316819,user4545,10.625117710142895,915.6496541749491,0,53.98085815283032,-118.53171854230634
Car Crash,2024-07-26T20:17:54.989316,user45,47.167270093066804,332.17278739067257,0,48.330079780200414,-117.07324180911188
First Responders,2024-07-27T11:35:30.363528,user3393,145.86456639480957,1047.8588906234295,0,53.968046730732325,-118.6611169339579
Low Visibility,2024-07-27T02:46:49.474216,user4603,118.54800838903637,239.573654625172,122,56.722222429428804,-115.62778260701839
First Responders,2024-07-26T02:26:53.457448,user4427,124.93739858706724,1685.9722926364693,0,53.89598595569701,-118.62557317328053
Slow Area,2024-07-27T21:03:10.688793,user4817,7.9524536045366485,451.795803550345,0,53.98969228451686,-118.6967288598316
No Gas,2024-07-26T13:03:08.101942,user999,23.80561364943101,24388.74664691086,153,53.942743062210035,-118.55040271774529
Object Blockage,2024-07-27T04:25:24.244387,user1509,30.971381216508963,16751.935347912287,124,53.8369416429805,-118.6375373425373
Wildfire Zones,2024-07-26T19:52:12.969907,user3299,25.95534572993347,850.094261529709,142,53.80327200907286,-118.53436266104842
Low Visibility,2024-07-26T01:25:22.820085,user1342,61.9338269633657,90.42603855678789,138,53.93775121107585,-118.59576914817656
Car Crash,2024-07-26T17:32:59.306711,user44,29.94736150215118,571.2459286020176,143,53.05909198465862,-112.44292162580768
Wildfire Zones,2024-07-27T20:57:59.550168,user3708,11.996709485691964,17743.156316741282,0,53.837039796430666,-118.6178172268033
Wildfire Zones,2024-07-27T00:13:14.743818,user2034,22.000014316946615,4526.929788034326,0,53.93773366861679,-118.52813872771671
Safe Zones,2024-07-27T07:11:23.862789,user77,109.32140103382609,5047.189394335386,0,53.801707572666814,-118.63884099407043
Slow Area,2024-07-26T03:41:19.045305,user2774,102.01653405159949,19528.211224566177,130,56.51164283936129,-117.49851249604855
First Responders,2024-07-27T23:19:20.534099,user180,12.991268810915898,223.00519248575256,107,53.88727391678923,-118.69703827352478
Slow Area,2024-07-27T14:24:38.790117,user4614,14.660551957821665,1505.8612412573966,97,53.90622532573245,-118.5498861479636
Low Visibility,2024-07-27T10:12:38.076079,user1796,19.322260200879647,1009.3401867593698,0,53.857289196320714,-118.61840384481953
Object Blockage,2024-07-26T20:42:24.478679,user2344,98.67146446798344,80.19766863558853,107,52.576026570353775,-113.2469229739119
No Gas,2024-07-26T15:59:28.173329,user1079,24.449338908351326,8715.861717501652,0,53.84841833667204,-118.63729130650579
First Responders,2024-07-26T19:32:06.659621,user2321,48.58745202573067,157.01324649650715,0,53.91217711651819,-118.64576054757542
Safe Zones,2024-07-26T14:36:54.027327,user2375,63.25316713848802,9764.191130396111,0,53.88882369378468,-118.65816410726163
Slow Area,2024-07-26T23:49:04.912826,user2899,1.7426715919189084,471.45291480230003,0,53.830505511376025,-118.58268198802028
Low Visibility,2024-07-26T00:53:01.681479,user4918,60.692601627120254,602.7307445848252,0,53.910370384551776,-118.66028506783138
No Gas,2024-07-26T06:00:17.954891,user9,10.820540956892504,19293.994970036056,0,53.89629392549484,-118.53380058992963
No Gas,2024-07-27T14:45:54.972082,user2156,6.691265390379561,227.2333005604692,0,53.90257136166421,-118.58030178879329
First Responders,2024-07-27T03:48:38.912891,user401,29.827594143610245,1978.9495444048935,0,53.80263134385328,-118.6322030456282
Object Blockage,2024-07-27T20:49:57.810304,user3767,112.99818663439851,1808.0100528520948,0,54.550746554637065,-115.26750925701083
First Responders,2024-07-27T22:31:47.294088,user792,6.383176973510696,1304.6312986312373,0,53.97950033793503,-118.55294673709146
Safe Zones,2024-07-27T15:32:53.330284,user4193,90.72107033734682,684.0828590503363,159,53.93678181831132,-118.53947040996914
Object Blockage,2024-07-27T11:43:57.786094,user1977,15.094843974653912,1648.737266760131,0,53.91698571929379,-118.5402334526719
Low Visibility,2024-07-26T19:34:44.905107,user3843,24.091564629950398,1499.2863142624594,155,50.79366092799224,-111.96856391193735
Wildfire Zones,2024-07-27T06:12:12.409172,user2201,17.34796320816334,16581.643317864295,0,53.964115257261945,-118.56410581910193
Car Crash,2024-07-27T04:39:39.377888,user1703,105.33820130304325,884.6528481980768,146,53.80330790753682,-118.6373782977903
First Responders,2024-07-27T05:18:10.952329,user3400,27.776767423487286,451.57808595106866,107,53.88511777287509,-118.68085816067585
First Responders,2024-07-27T11:57:49.070395,user995,29.14067608844234,62.916833414169204,134,53.9307501679209,-118.65317638828498
Slow Area,2024-07-26T22:14:00.621957,user3701,24.46109295727176,9448.007923080331,157,48.01363175768217,-114.92638401254426
Low Visibility,2024-07-26T00:39:20.877248,user897,7.387317417179143,14656.28844937993,128,53.831584438478046,-118.60799077892402
Slow Area,2024-07-26T16:39:29.709938,user4157,0.15786284448944699,93.44015831421926,96,53.970418997432745,-118.52276008790909
Shelter,2024-07-27T23:24:27.289087,user4583,120.33940655318744,1416.4563077482796,95,53.99457943529663,-118.58069707434618
Car Crash,2024-07-26T21:13:47.386335,user1038,16.012036025946582,14671.574088205729,99,53.98899661706495,-118.52964992833931
Safe Zones,2024-07-26T12:18:00.501673,user4601,21.77574955274329,927.5869086900361,107,49.020146889895784,-117.21011459112131
First Responders,2024-07-27T03:25:24.790071,user3782,76.51819058822156,16329.857733501993,160,53.97605780189587,-118.57736017481514
No Gas,2024-07-26T23:29:20.026772,user272,12.528227462919595,1889.6859497111122,0,53.83244151234079,-118.55247227199693
Slow Area,2024-07-26T09:58:34.356477,user1306,95.11166112162292,774.6912013972798,123,53.81468390424596,-118.52254938350042
Wildfire Zones,2024-07-26T20:16:21.062031,user3507,140.682161689299,189.86164496889634,122,55.45066277978785,-110.175153398858
First Responders,2024-07-26T19:28:45.173100,user4668,1.2125443215497234,609.3012391274202,0,53.80661152269235,-118.64625851490551
Car Crash,2024-07-27T18:12:02.983331,user4521,25.086465459111995,909.4484471180527,0,53.802065939306075,-118.54782638233073
Safe Zones,2024-07-26T18:24:27.136470,user3194,125.02499971411818,27512.87670012856,0,59.00390261081152,-118.33523574215305
Slow Area,2024-07-26T06:41:48.616432,user4367,73.79939047493711,9336.222034835238,103,53.85979729578783,-118.56444262064576
Safe Zones,2024-07-27T10:52:57.648482,user2504,107.58804036943656,988.2480520611892,98,53.91266198094715,-118.62510712477469
Shelter,2024-07-26T06:06:36.416755,user1442,7.020811201936167,3733.9225471329005,0,53.867881305885234,-118.57598235953853
First Responders,2024-07-27T15:08:36.654484,user1512,18.803310771002508,1818.1990178273709,0,53.9448631486292,-118.54242853514575
Slow Area,2024-07-27T23:37:21.510118,user1649,123.03544946537636,9037.030303508378,104,53.84851308298952,-118.67132986575253
Wildfire Zones,2024-07-26T06:59:10.236226,user2227,133.25726061749688,1830.4901865223337,157,53.90942765544179,-118.61119213921393
Car Crash,2024-07-26T04:37:43.480808,user145,84.30798519766475,1300.8416556324742,93,57.26438364685493,-117.53502552430935
Slow Area,2024-07-27T00:26:01.192514,user2975,107.85497010807839,854.5778278908041,0,53.90823992201706,-118.55043739538297
Safe Zones,2024-07-27T09:59:01.968256,user2963,21.88754710712477,16949.344014711955,148,53.81754311697466,-115.3479426573325
Slow Area,2024-07-27T23:11:20.910168,user4893,25.980351251141013,587.5339883693389,87,53.922807578692066,-118.50159340072231
Low Visibility,2024-07-26T23:06:11.454283,user139,1.3856849018241857,1249.0811153960847,0,58.17171144825833,-118.82199725389275
Safe Zones,2024-07-26T06:45:42.788618,user3395,127.47419941114487,5618.24175168046,92,53.9471348050744,-118.6512681356443
Slow Area,2024-07-27T04:07:19.861264,user3760,114.67747986880994,1862.373947268978,129,53.907073141863776,-118.64360039806209
First Responders,2024-07-27T14:49:36.506179,user996,35.08157122688172,452.67527364459846,0,53.90360886077993,-118.5681825941421
Safe Zones,2024-07-27T21:18:26.077201,user61,0.582391397552281,1508.1111968329424,0,53.838017884490526,-118.50000346832184
First Responders,2024-07-27T08:13:19.173198,user2561,38.39909039306191,975.3165227676582,0,53.91732666863279,-118.69478563722588
Slow Area,2024-07-27T15:28:54.851258,user2952,22.12346246247206,942.0819301061648,0,53.84895489887437,-118.66685688232795
First Responders,2024-07-26T14:49:56.439135,user3741,25.905823127642986,564.2928793840332,89,53.87995442461532,-118.62674011769047
Safe Zones,2024-07-26T20:56:22.708817,user1126,2.574047413805208,1464.1988315576739,0,53.96249876884524,-118.50655847039668
Shelter,2024-07-26T16:41:14.096331,user4755,3.9705249277163466,491.5143428032789,87,53.20045429235198,-119.00184142384168
First Responders,2024-07-27T09:24:17.975637,user4335,10.675048227845673,35.25711523063046,171,53.97654169303754,-118.63103324982706
No Gas,2024-07-26T05:12:45.951977,user1237,104.09108321102644,1668.1650252775744,97,53.88502075603139,-118.56680587367403
Low Visibility,2024-07-27T17:50:56.075843,user4713,32.31603616251176,1099.3226416932378,118,53.92501364041464,-118.62020155327818
First Responders,2024-07-27T14:48:14.063246,user1288,4.987568027230952,17546.9306548663,93,53.91759219975104,-118.5095024449824
Low Visibility,2024-07-27T06:20:57.642287,user1563,1.7198639802295201,25685.88794658083,0,53.95348313106837,-118.61445691672768
No Gas,2024-07-26T14:17:17.489676,user4601,20.94092893275289,1074.7945390694688,130,53.824355005278626,-118.63438398016935
Low Visibility,2024-07-27T02:46:03.771344,user411,46.47207392548072,1040.416656966081,93,53.94786468309527,-118.65377716339988
Car Crash,2024-07-26T13:44:07.263812,user4491,90.98230122366459,193.15147494576445,74,53.839823454775946,-118.67196663690392
First Responders,2024-07-26T19:04:11.727865,user2814,80.51523430410577,792.2242304334187,0,53.84958422146174,-118.59974091560126
No Gas,2024-07-27T09:08:42.720853,user4993,8.786775037273792,1836.8082941767268,100,53.91255443416577,-118.67896935237417
Shelter,2024-07-26T08:48:23.372489,user4392,8.368226507664236,16966.51264728758,142,53.824619493920395,-118.66261714883463
Shelter,2024-07-27T20:12:13.762484,user2896,23.761454688906337,1394.0470677683898,0,53.88940981324917,-118.60703313630032
Slow Area,2024-07-26T21:52:54.822738,user2747,14.724586226308727,1590.3856808305068,171,53.97027892096626,-118.52600744461695
Slow Area,2024-07-27T07:47:31.002372,user1518,10.58413759059177,19501.517950908583,143,53.848567231432014,-118.566213119444
Slow Area,2024-07-27T00:35:45.625469,user2868,17.164803896448483,786.5965642588679,117,53.953157009596225,-118.58150287783457
First Responders,2024-07-26T22:27:58.503426,user900,105.22836739910177,392.1413932634757,0,53.886467363717465,-118.51413128977224
Safe Zones,2024-07-26T11:04:07.920378,user131,2.9139206047260666,687.3943726314591,154,53.85622873683791,-118.63635422512165
Shelter,2024-07-27T15:09:41.620931,user982,25.1516155516696,5700.295067491108,80,53.91093898480426,-118.6156785221397
Car Crash,2024-07-27T03:28:37.625470,user2814,25.748664327263164,945.9721886599553,105,53.8285096719193,-118.5009184859797
Low Visibility,2024-07-26T14:51:02.592176,user3370,75.52537280114686,1774.317865945594,0,53.98030119493808,-118.61571201353803
Low Visibility,2024-07-27T09:14:29.402586,user1265,26.666301979924203,270.3710658586393,86,53.84386195672058,-118.50823610446145
Safe Zones,2024-07-27T02:02:22.083541,user2101,18.959480804977257,9661.246035081509,121,53.89257028612651,-118.63581137263226
Wildfire Zones,2024-07-27T22:40:08.457519,user4877,8.614667854312707,780.2509894804097,89,53.8328571895149,-118.63000518760057
Slow Area,2024-07-27T06:54:12.696892,user4669,23.71692825135693,20911.861486832422,126,53.92362929036002,-118.56158865432799
Safe Zones,2024-07-26T03:39:55.222941,user339,23.719558153832075,49.432857621294566,154,53.912978935440485,-118.6906098948163
Safe Zones,2024-07-26T03:04:35.835671,user2844,0.3367962485312792,1358.884072360382,0,53.92749550850125,-118.56649855242289
Shelter,2024-07-26T00:23:20.696972,user2801,82.03340640841198,26069.881015430456,165,53.571289236024825,-110.03794360419032
Car Crash,2024-07-27T00:58:50.538661,user2141,28.097913260245722,24750.10917606018,0,53.95125650661373,-118.62474474088553
Wildfire Zones,2024-07-26T00:26:14.699705,user4925,115.3904724657388,1143.804896116187,139,53.90310667311911,-118.50261668180259
Wildfire Zones,2024-07-27T08:00:01.323445,user4540,84.55945178925455,1151.9788509844227,130,53.95419477572799,-118.60299107618765
First Responders,2024-07-27T02:14:16.523472,user2890,27.701610517136686,28.489481552304685,0,53.84040710112745,-118.60195826795184
Shelter,2024-07-26T04:09:47.030280,user2611,53.97413985517289,28298.12834200095,0,49.899398817842425,-118.64780907819214
No Gas,2024-07-27T22:26:03.355559,user483,2.308212459103686,15840.177575918115,0,53.84798604035544,-118.6925845476801
Wildfire Zones,2024-07-27T08:12:12.724117,user869,15.740067755743151,21193.966588433846,168,53.92695574450794,-118.50788645747724
Slow Area,2024-07-27T10:54:05.518577,user4142,2.7998742334918534,105.1640033455904,130,53.94990114116023,-118.59342079574655
Object Blockage,2024-07-26T16:35:37.578602,user3269,29.208176607984246,1874.9157587642867,0,53.871577552227116,-118.62413441572039
Safe Zones,2024-07-26T22:33:22.686585,user1398,1.097758239139418,28513.279135673412,0,53.93867235582334,-118.53527762246456
Low Visibility,2024-07-26T09:14:31.040261,user733,80.85553358787001,768.2834582772541,0,53.803542596981444,-118.6369080653468
No Gas,2024-07-27T14:41:04.605836,user881,9.482539117589955,1874.687544826516,172,51.67290745784607,-116.00034715715088
Safe Zones,2024-07-26T04:50:06.740156,user1597,61.42680725468892,285.08891784636626,0,53.93296130731231,-118.59312478161782
Object Blockage,2024-07-27T09:45:18.207177,user1395,1.3911514761238741,895.0449418658206,0,53.93202804289657,-118.65888795706421
First Responders,2024-07-27T23:11:36.106198,user1193,138.8263280143654,1468.4897071245823,0,53.83742347118123,-118.6805352077368
First Responders,2024-07-27T10:05:48.284990,user3828,101.18532738460189,1399.5274092175137,0,53.940453123937225,-118.50348547492487
Slow Area,2024-07-27T01:43:59.399919,user1959,21.637503851323125,1063.748234997072,0,53.960775324478774,-118.51405260466836
First Responders,2024-07-26T05:54:43.370389,user2075,6.658697103944855,304.0218036391428,104,53.8612174384292,-118.52631587757426
Low Visibility,2024-07-27T09:05:36.192205,user1075,47.70908733812902,507.309572402971,119,58.32967614569464,-111.05379253439119
Wildfire Zones,2024-07-26T03:13:10.767722,user650,5.72758049907711,1563.0549864262791,123,53.976278296344205,-118.66730629374723
Slow Area,2024-07-27T04:40:26.073801,user4654,88.81047261198815,17891.758082840723,134,59.036431469683144,-112.85560050940133
First Responders,2024-07-27T08:29:55.217966,user2794,12.126289569167618,563.7613124514269,0,53.81230408627296,-118.6027256673327
First Responders,2024-07-27T04:24:59.014457,user948,9.768208091050708,8546.374812768438,0,53.94024922480609,-118.54403475697706
No Gas,2024-07-26T10:21:49.956146,user2244,9.344379111815615,16319.387381766539,0,53.834465492742524,-118.60898718394691
Low Visibility,2024-07-26T18:20:21.978857,user1180,12.396544141906956,1070.1404542169803,0,53.23608959443213,-113.4449164628862
No Gas,2024-07-26T19:58:46.994798,user2939,28.37483324900693,1380.398712328137,94,53.90609108671651,-118.67839418235667
Safe Zones,2024-07-27T06:12:13.716308,user1705,27.217155006784147,1972.6837721310908,71,53.93110273881986,-118.54801310494081
First Responders,2024-07-26T23:27:53.472358,user4758,38.355253409168846,829.732922919401,99,53.87639738913521,-118.68366320120313
No Gas,2024-07-27T13:46:16.638335,user209,1.7258349190528843,8304.867634110456,140,53.972843780293125,-118.69119394764233
Car Crash,2024-07-26T14:19:08.631399,user637,4.564817634617112,1814.773553725734,75,53.983212826061894,-118.53602194686098
Shelter,2024-07-26T22:37:09.152899,user708,120.36566411989966,25589.20655294543,0,53.988830149967036,-118.67689634869761
Wildfire Zones,2024-07-26T09:12:29.461222,user4464,19.038133515158115,1783.1628514072797,178,53.85603755753965,-118.65965513227877
Wildfire Zones,2024-07-27T05:01:53.311134,user731,96.63782402003673,20644.931181725915,155,53.90928015757069,-118.68512144513915
Car Crash,2024-07-26T23:19:18.563507,user3227,10.259801654963534,997.7908255591376,0,53.8027050260632,-118.6567628630604
Safe Zones,2024-07-26T02:50:46.119835,user2760,66.05182695705233,44.37427400660698,158,48.68616030547045,-113.0357360055992
Object Blockage,2024-07-26T06:28:52.767263,user366,101.77574749696731,1350.0393385168961,121,54.29395392306868,-112.37330782490778
No Gas,2024-07-26T03:27:42.497415,user1790,1.5423454690195482,99.15373114039627,0,53.98311066648723,-118.63635107477381
Object Blockage,2024-07-27T22:26:36.641038,user1542,9.993434656552147,1473.9125842535243,141,53.851609383533905,-118.66893497049116
No Gas,2024-07-26T16:09:09.699359,user3532,28.002280212058366,808.0097732552671,84,48.13764184515613,-110.56593110718953
Low Visibility,2024-07-26T02:18:22.128505,user3633,27.998960457281193,1486.8623074595976,99,53.90356860090206,-118.67650264620116
Slow Area,2024-07-27T08:54:24.777646,user4385,126.97299493359078,1580.6838329789307,119,53.978808673917335,-118.62042000492049
Shelter,2024-07-27T16:35:07.179677,user554,119.87358416521221,1452.5794787933198,166,53.82510169715544,-118.50977258800415
First Responders,2024-07-26T20:41:45.719281,user1548,6.834042064151875,942.027353037129,0,53.97695932944446,-118.55660251596395
Safe Zones,2024-07-26T18:35:42.158195,user3645,25.81914720810342,1420.7106567181868,0,53.918720153552954,-118.62145765482393
First Responders,2024-07-26T07:49:36.088166,user697,79.66569634494647,355.7859197716554,109,48.79189288530354,-113.3416961235879
Object Blockage,2024-07-27T15:04:51.809287,user4160,27.764100781989978,1239.3659191450427,0,57.03397557779188,-117.42293765311247
Wildfire Zones,2024-07-26T00:43:33.597678,user2575,107.32406571589826,1813.9816007080444,140,53.99874093187545,-118.64792024790124
Safe Zones,2024-07-26T13:10:29.708084,user3255,119.41826957146624,29418.182452006058,0,55.39446507927073,-114.54324517331679
No Gas,2024-07-26T18:22:49.262767,user3,20.49737775088325,11225.843923642675,168,53.836602992382225,-118.66978088305918
Slow Area,2024-07-26T06:01:38.568291,user2182,4.223153221918221,10676.703856852608,0,59.4941233895809,-112.82130223958924
No Gas,2024-07-27T09:19:15.572105,user512,22.757968588503992,1125.6528240643652,0,53.901848604491235,-118.59146049812436
Car Crash,2024-07-26T02:27:25.585543,user285,145.07504008784423,1232.8008821973954,154,50.35277549737715,-110.31507270948696
No Gas,2024-07-26T13:44:45.309124,user920,29.530975218279572,22702.937370757714,165,53.863099903754474,-118.59612676570028
Low Visibility,2024-07-26T14:44:27.382190,user2053,2.691433526858349,29005.009630955017,0,52.39421544596986,-116.4619891577852
Wildfire Zones,2024-07-27T12:45:45.744539,user3197,15.048771365676162,1033.096228522563,0,53.92816585906856,-118.65572490134774
Slow Area,2024-07-27T22:06:21.200015,user2944,27.23387041208081,1596.204020761454,89,53.977732135632436,-118.56943954940044
Slow Area,2024-07-27T10:12:02.705297,user3940,8.186276289247628,652.5518666934765,106,53.8025445844849,-118.6154977186184
Object Blockage,2024-07-26T03:08:51.298993,user3498,7.746659913904658,2898.5416201447474,84,53.95396292454369,-118.59971657324776
Low Visibility,2024-07-26T00:21:34.719805,user2349,7.993271178857712,486.7885468803471,0,53.80736184007856,-118.58221894072182
First Responders,2024-07-26T23:58:15.754430,user3786,11.44108635274098,812.2774671794766,94,58.05225931403422,-112.66500578213422
Safe Zones,2024-07-27T14:11:08.537754,user2865,24.016978936910004,696.241885032562,83,57.22768479420547,-117.37523037973526
Low Visibility,2024-07-26T02:40:30.215840,user1330,35.08250200168224,3565.3707111110243,0,53.90535710958139,-118.5430370953389
No Gas,2024-07-27T11:35:05.480217,user1399,17.826736241754148,1561.2756295337,99,53.809877099869475,-118.54714895709637
Object Blockage,2024-07-27T22:06:20.313150,user2843,16.806065111867355,13.990206062355682,108,55.728868890784966,-111.93809450990027
Object Blockage,2024-07-26T09:19:59.866088,user1007,17.119321090960245,807.1658930941941,0,54.21169182893673,-114.30945677481515
Safe Zones,2024-07-26T07:16:55.666151,user825,9.492180199700472,966.1892909652955,0,53.89057763962678,-118.68847119887474
Slow Area,2024-07-27T19:15:30.308764,user468,102.76630511777134,1322.33444926351,0,53.8675523089811,-118.56145760084023
Car Crash,2024-07-26T03:00:21.307281,user2567,29.319464165483613,9093.179836271698,128,53.93942242128495,-118.54444852815438
No Gas,2024-07-27T03:27:04.478602,user2445,12.678324087862103,26407.505554849125,71,53.95395894748956,-118.52413102652142
First Responders,2024-07-27T22:49:11.946243,user4811,12.122797452049076,16890.140965155668,0,53.801830226140055,-118.69307593898513
Shelter,2024-07-27T09:31:12.834378,user618,9.892892719704099,895.1559581701723,163,55.917308116412066,-115.53416445539803
Slow Area,2024-07-27T07:11:06.653406,user3022,8.13768278103822,5295.149830110671,0,53.97506540494078,-118.65997109989782
Safe Zones,2024-07-26T05:29:08.646857,user4327,13.030164952401126,1348.0568121903784,0,53.95714719893086,-118.67455607480277
Wildfire Zones,2024-07-27T02:42:58.702745,user2632,109.08224300181601,311.651977317405,0,53.830519502170915,-118.56987132142785
Safe Zones,2024-07-26T03:45:40.825098,user2823,110.04959992996159,23682.663473232813,96,53.376911792600154,-117.83202344589152
Safe Zones,2024-07-27T11:45:48.555830,user2316,3.7977593842606714,17647.993025804808,0,53.95281286355253,-118.5969489891134
Slow Area,2024-07-27T17:17:51.162137,user2734,2.6074991052719843,1143.1970969465067,136,53.94750964069293,-118.50882226707182
First Responders,2024-07-27T07:58:06.768167,user4950,128.63054814942717,1366.5452014997365,97,53.80172565399309,-118.50689812500313
Safe Zones,2024-07-26T02:32:41.173626,user2989,140.30477913872375,1354.665242440789,151,53.88732480489461,-118.50341155307959
No Gas,2024-07-26T22:49:36.420361,user3231,29.573247943412788,20960.67967461595,75,49.10677134823719,-112.17823277189302
Car Crash,2024-07-26T22:04:25.031452,user3949,107.23111221344995,569.3011757846724,0,53.86718227595163,-118.62546489864802
Slow Area,2024-07-26T11:19:09.170711,user957,11.896761734517042,216.21805586634758,151,53.88866219397518,-118.59792539522776
Car Crash,2024-07-26T06:17:14.101362,user3872,71.90401693940603,1188.5088488001784,107,51.354639525306006,-117.6480142262486
Wildfire Zones,2024-07-27T06:40:14.655688,user1689,10.639577013367097,21620.571303041128,0,53.83766000622478,-118.69407958011108
Object Blockage,2024-07-27T07:41:03.857153,user4998,7.050862897062267,1542.392088665751,180,53.831454717822886,-118.5321001107743
No Gas,2024-07-27T10:46:50.795749,user235,106.04236828064452,17391.370922626415,92,53.85792805438118,-118.59817564710517
Shelter,2024-07-27T11:56:27.022815,user3845,28.524669684845975,176.07544267658082,141,53.95961330451049,-118.57621199550827
Safe Zones,2024-07-26T03:07:18.190216,user3430,110.23484011318925,1746.2558969212434,0,51.20673069061056,-118.32359882247898
Shelter,2024-07-26T07:20:39.268206,user3324,22.94469896987285,1689.022838035341,0,53.9128514690097,-118.59925413604294
No Gas,2024-07-27T01:24:50.850815,user1984,86.34857244604751,958.3202930561845,102,53.87322395929118,-118.6281150746609
Shelter,2024-07-27T08:02:55.584313,user4470,2.979740307965618,1331.3452256070937,0,53.90963938157927,-118.5475442360975
